교재,레벨,구간,Chapter,영어,뜻
수능공습,수능공습A,수능공습A,2,prone,~하기 쉬운
수능공습,수능공습A,수능공습A,2,intactness ,손상되지 않음
수능공습,수능공습A,수능공습A,2,happen to,우연히~하다
수능공습,수능공습A,수능공습A,2,trip,발을 헛디디다
수능공습,수능공습A,수능공습A,2,thoroughness ,철저함
수능공습,수능공습A,수능공습A,2,make for,도움이 되다
수능공습,수능공습A,수능공습A,2,intent,의도
수능공습,수능공습A,수능공습A,2,manifestation,나타남
수능공습,수능공습A,수능공습A,2,venture ,모험
수능공습,수능공습A,수능공습A,2,adamantly ,단호하게
수능공습,수능공습A,수능공습A,2,landslide ,산사태
수능공습,수능공습A,수능공습A,2,engraving ,판화
수능공습,수능공습A,수능공습A,2,cooperation ,협조
수능공습,수능공습A,수능공습A,2,inevitable,불가피한
수능공습,수능공습A,수능공습A,2,intentionally ,의도적으로
수능공습,수능공습A,수능공습A,2,despair ,절망하다
수능공습,수능공습A,수능공습A,2,peripheral,주변의
수능공습,수능공습A,수능공습A,2,fairness,공정성
수능공습,수능공습A,수능공습A,2,thrive,번영하다
수능공습,수능공습A,수능공습A,2,anxiety,불안감
수능공습,수능공습A,수능공습A,2,exposure ,노출
수능공습,수능공습A,수능공습A,2,glucose,포도당
수능공습,수능공습A,수능공습A,2,illumination,"빛, 조명"
수능공습,수능공습A,수능공습A,2,contain ,포함하다
수능공습,수능공습A,수능공습A,2,expose,"(위험, 공격 등에)노출시키다, (비밀 등을)폭로하다"
수능공습,수능공습A,수능공습A,2,ripen ,"숙성하다, 숙성시키다"
수능공습,수능공습A,수능공습A,2,manifest ,나타내다
수능공습,수능공습A,수능공습A,2,primitive ,원시의
수능공습,수능공습A,수능공습A,2,extension ,연장
수능공습,수능공습A,수능공습A,2,peculiarity ,특성
수능공습,수능공습A,수능공습A,2,hold,(행사를)개최하다
수능공습,수능공습A,수능공습A,2,definitively ,확정적으로
수능공습,수능공습A,수능공습A,2,refuge ,피난
수능공습,수능공습A,수능공습A,2,radiation ,"(열, 에너지의)복사"
수능공습,수능공습A,수능공습A,2,methodological ,방법론적인
수능공습,수능공습A,수능공습A,2,willing ,기꺼이~하는
수능공습,수능공습A,수능공습A,2,sue,고소하다
수능공습,수능공습A,수능공습A,2,purpose ,의도
수능공습,수능공습A,수능공습A,2,headfirst,거꾸로
수능공습,수능공습A,수능공습A,2,overstate,과장하다
수능공습,수능공습A,수능공습A,2,imminence ,임박
수능공습,수능공습A,수능공습A,2,thoroughly,"철저히, 완전히"
수능공습,수능공습A,수능공습A,2,self-conscious,남의 시선을 의식하는
수능공습,수능공습A,수능공습A,2,deteriorating ,악화 되어가고있는
수능공습,수능공습A,수능공습A,2,mislead ,오도하다
수능공습,수능공습A,수능공습A,2,equipped ,장비를 갖춘
수능공습,수능공습A,수능공습A,2,exposed ,노출된
수능공습,수능공습A,수능공습A,2,prosperity ,"번영, 번성"
수능공습,수능공습A,수능공습A,2,imminently ,임박하여
수능공습,수능공습A,수능공습A,2,encounter ,"만남, 조우"
수능공습,수능공습A,수능공습A,2,radically ,급진적으로
수능공습,수능공습A,수능공습A,2,engrave,새기다
수능공습,수능공습A,수능공습A,3,convertible ,전환 가능한
수능공습,수능공습A,수능공습A,3,integrity,"완전한 상태, 진실성"
수능공습,수능공습A,수능공습A,3,performance appraisal,직무 수행 평가
수능공습,수능공습A,수능공습A,3,minute,극미한
수능공습,수능공습A,수능공습A,3,consciousness ,의식
수능공습,수능공습A,수능공습A,3,verbal ,말로 된
수능공습,수능공습A,수능공습A,3,cosmetic ,겉치레 불과한
수능공습,수능공습A,수능공습A,3,simultaneously,동시에
수능공습,수능공습A,수능공습A,3,consist ,이루어져 있다
수능공습,수능공습A,수능공습A,3,concealable ,숨길 수 있는
수능공습,수능공습A,수능공습A,3,overcrowded,과도하게 붐비는
수능공습,수능공습A,수능공습A,3,gratitude ,"고마움, 감사"
수능공습,수능공습A,수능공습A,3,humid ,습한
수능공습,수능공습A,수능공습A,3,likable,"호감이 가는, 마음에 드는"
수능공습,수능공습A,수능공습A,3,integral ,완전한
수능공습,수능공습A,수능공습A,3,strategic ,전략적인
수능공습,수능공습A,수능공습A,3,qualify ,자격을 얻다
수능공습,수능공습A,수능공습A,3,self-esteem,자부심
수능공습,수능공습A,수능공습A,3,retrieve,되찾다
수능공습,수능공습A,수능공습A,3,misbehave,못된 짓을 하다
수능공습,수능공습A,수능공습A,3,isolated,외떨어진
수능공습,수능공습A,수능공습A,3,oblige,"돕다, ~에게 강요하다"
수능공습,수능공습A,수능공습A,3,identity,정체
수능공습,수능공습A,수능공습A,3,compensate,보상하다
수능공습,수능공습A,수능공습A,3,overcome,극복하다
수능공습,수능공습A,수능공습A,3,recall,회상
수능공습,수능공습A,수능공습A,3,penetration ,"침투, 관통"
수능공습,수능공습A,수능공습A,3,socialization ,교제
수능공습,수능공습A,수능공습A,3,strike a balance,균형을 유지하다
수능공습,수능공습A,수능공습A,3,spine ,척추
수능공습,수능공습A,수능공습A,3,appropriate,적절한
수능공습,수능공습A,수능공습A,3,overcrowd ,혼잡하게 하다
수능공습,수능공습A,수능공습A,3,bearer ,소지자
수능공습,수능공습A,수능공습A,3,achieve ,성취하다
수능공습,수능공습A,수능공습A,3,objective ,객관적인
수능공습,수능공습A,수능공습A,3,humidity,습도
수능공습,수능공습A,수능공습A,3,bias,편견
수능공습,수능공습A,수능공습A,3,retainable ,유지할 수 있는
수능공습,수능공습A,수능공습A,3,chaotic ,혼란 상태인
수능공습,수능공습A,수능공습A,3,integrate ,통합시키다
수능공습,수능공습A,수능공습A,3,appropriateness ,적합성
수능공습,수능공습A,수능공습A,3,foresee ,예견하다
수능공습,수능공습A,수능공습A,3,vulnerability ,취약성
수능공습,수능공습A,수능공습A,3,identify ,정체를 밝히다
수능공습,수능공습A,수능공습A,3,assembly,조립
수능공습,수능공습A,수능공습A,3,ease,용이함
수능공습,수능공습A,수능공습A,3,autograph,사인
수능공습,수능공습A,수능공습A,3,isolation ,"고립, 분리"
수능공습,수능공습A,수능공습A,3,consistent,일관된
수능공습,수능공습A,수능공습A,3,sphere ,구
수능공습,수능공습A,수능공습A,3,prevail ,만연하다
수능공습,수능공습A,수능공습A,3,bear,가지고 있다
수능공습,수능공습A,수능공습A,3,obsess,사로잡다
수능공습,수능공습A,수능공습A,3,tempt ,유혹하다
수능공습,수능공습A,수능공습A,3,chaos,혼란
수능공습,수능공습A,수능공습A,3,foresight,선견지명
수능공습,수능공습A,수능공습A,3,objectivity,객관성
수능공습,수능공습A,수능공습A,3,qualification,자격
수능공습,수능공습A,수능공습A,3,misbehavior ,나쁜 행실
수능공습,수능공습A,수능공습A,3,biased ,편향된
수능공습,수능공습A,수능공습A,3,remarkably,놀라울 만큼
수능공습,수능공습A,수능공습A,3,spinal,척추의
수능공습,수능공습A,수능공습A,3,hemisphere,(뇌의)반구
수능공습,수능공습A,수능공습A,3,easy ,"쉬운, 용이한"
수능공습,수능공습A,수능공습A,3,odds,(어떤 일이 있을)가능성
수능공습,수능공습A,수능공습A,3,socialize,교제하다
수능공습,수능공습A,수능공습A,3,consistency ,일관성
수능공습,수능공습A,수능공습A,3,arrangement ,준비
수능공습,수능공습A,수능공습A,3,obsession ,집착
수능공습,수능공습A,수능공습A,3,temptation ,유혹
수능공습,수능공습A,수능공습A,3,concealment ,"숨김, 은폐"
수능공습,수능공습A,수능공습A,3,hemispheric ,반구상의
수능공습,수능공습A,수능공습A,3,retention ,유지
수능공습,수능공습A,수능공습A,3,cognitive,인지적인
수능공습,수능공습A,수능공습A,3,enrichment ,질을 높임
수능공습,수능공습A,수능공습A,3,spineless ,무척추의
수능공습,수능공습A,수능공습A,3,conceal,숨기다
수능공습,수능공습A,수능공습A,3,strife ,"갈등, 불화"
수능공습,수능공습A,수능공습A,3,compensation ,보상
수능공습,수능공습A,수능공습A,3,strife-torn ,"분쟁의, 충돌하는"
수능공습,수능공습A,수능공습A,3,enrich ,질을 높이다
수능공습,수능공습A,수능공습A,3,collaboration ,협력
수능공습,수능공습A,수능공습A,3,collaborate,협력하다
수능공습,수능공습A,수능공습A,3,undergo,겪다
수능공습,수능공습A,수능공습A,3,gratification,만족감
수능공습,수능공습A,수능공습A,3,strive,애쓰다
수능공습,수능공습A,수능공습A,3,agony,극도의 (정신적 또는 육체적) 고통
수능공습,수능공습A,수능공습A,3,collaborative ,공동의
수능공습,수능공습A,수능공습A,3,achievable ,성취할 수 있는
수능공습,수능공습A,수능공습A,3,isolate ,격리하다
수능공습,수능공습A,수능공습A,3,vulnerable,취약한
수능공습,수능공습A,수능공습A,3,assemble ,조립하다
수능공습,수능공습A,수능공습A,3,cognition ,"인지, 인식"
수능공습,수능공습A,수능공습A,3,biased ,편향된
수능공습,수능공습A,수능공습A,3,means,방법
수능공습,수능공습A,수능공습A,3,bias,편견
수능공습,수능공습A,수능공습A,3,transformation,변화
수능공습,수능공습A,수능공습A,3,simultaneous ,동시의
수능공습,수능공습A,수능공습A,3,conscious,의식적인
수능공습,수능공습A,수능공습A,3,exaggerate,과장하다
수능공습,수능공습A,수능공습A,4,situation ,"건물, 도시의 위치"
수능공습,수능공습A,수능공습A,4,depict,묘사하다
수능공습,수능공습A,수능공습A,4,attribution ,속성
수능공습,수능공습A,수능공습A,4,capacious ,널찍한
수능공습,수능공습A,수능공습A,4,counterforce,반대 세력
수능공습,수능공습A,수능공습A,4,supplementary ,보충의
수능공습,수능공습A,수능공습A,4,mingle,(사람들과)어울리다
수능공습,수능공습A,수능공습A,4,assign ,부과하다
수능공습,수능공습A,수능공습A,4,residential ,거주하기 좋은
수능공습,수능공습A,수능공습A,4,ferment,발효시키다
수능공습,수능공습A,수능공습A,4,elaborate ,(더)자세히 설명하다
수능공습,수능공습A,수능공습A,4,repay,되갚다
수능공습,수능공습A,수능공습A,4,sense ,"감지하다, 느끼다"
수능공습,수능공습A,수능공습A,4,expenditure,지출
수능공습,수능공습A,수능공습A,4,extraction ,추출
수능공습,수능공습A,수능공습A,4,consumption ,소비
수능공습,수능공습A,수능공습A,4,consumer ,소비자
수능공습,수능공습A,수능공습A,4,acquaint ,익히다
수능공습,수능공습A,수능공습A,4,constancy ,불변성
수능공습,수능공습A,수능공습A,4,consolation ,"위로, 위안"
수능공습,수능공습A,수능공습A,4,capacity,용량
수능공습,수능공습A,수능공습A,4,dictator ,독재자
수능공습,수능공습A,수능공습A,4,compete ,경쟁하다
수능공습,수능공습A,수능공습A,4,sensation ,"느낌, 감각"
수능공습,수능공습A,수능공습A,4,manipulative ,조종하는
수능공습,수능공습A,수능공습A,4,soundly,"(잠든 모양이)깊이, 곤히"
수능공습,수능공습A,수능공습A,4,feature,"특징, 특집(기사/방송)"
수능공습,수능공습A,수능공습A,4,concealment ,은폐
수능공습,수능공습A,수능공습A,4,conceal,감추다
수능공습,수능공습A,수능공습A,4,subordination ,종속
수능공습,수능공습A,수능공습A,4,exclamatory ,감탄을 나타내는
수능공습,수능공습A,수능공습A,4,restrain,저지하다
수능공습,수능공습A,수능공습A,4,nutrition ,영양
수능공습,수능공습A,수능공습A,4,restraint ,규제
수능공습,수능공습A,수능공습A,4,equivalence ,같음
수능공습,수능공습A,수능공습A,4,leakage ,새어 나감
수능공습,수능공습A,수능공습A,4,possessive ,소유욕이 강한
수능공습,수능공습A,수능공습A,4,extremity ,극도
수능공습,수능공습A,수능공습A,4,consume,"소비하다, (강렬한 감정이)사로잡다"
수능공습,수능공습A,수능공습A,4,comfort ,편안
수능공습,수능공습A,수능공습A,4,irrationalize ,불합리 하게하다
수능공습,수능공습A,수능공습A,4,supplement,보충제
수능공습,수능공습A,수능공습A,4,span,기간
수능공습,수능공습A,수능공습A,4,repayment ,상환
수능공습,수능공습A,수능공습A,4,popularity,논란이 많은
수능공습,수능공습A,수능공습A,4,anonymous,익명의
수능공습,수능공습A,수능공습A,4,profitability,수익성
수능공습,수능공습A,수능공습A,4,nonverbal,비언어적인
수능공습,수능공습A,수능공습A,4,situate,위치시키다
수능공습,수능공습A,수능공습A,4,be in charge of,~을 책임지고 있다
수능공습,수능공습A,수능공습A,4,equivalent,동등한
수능공습,수능공습A,수능공습A,4,constantly ,끊임없이
수능공습,수능공습A,수능공습A,4,compel,강요하다
수능공습,수능공습A,수능공습A,4,extract,추출하다
수능공습,수능공습A,수능공습A,4,attend ,주의를 기울이다
수능공습,수능공습A,수능공습A,4,attention ,주의
수능공습,수능공습A,수능공습A,4,manipulate,교묘하게 사람을 다루다
수능공습,수능공습A,수능공습A,4,supplement ,보충하다
수능공습,수능공습A,수능공습A,4,racist,인종차별 주의자의
수능공습,수능공습A,수능공습A,4,leaky ,새는
수능공습,수능공습A,수능공습A,4,assignment,과제
수능공습,수능공습A,수능공습A,4,negatively ,부정적으로
수능공습,수능공습A,수능공습A,4,irrationality ,불합리
수능공습,수능공습A,수능공습A,4,continual,끊임없는
수능공습,수능공습A,수능공습A,4,staple,주된
수능공습,수능공습A,수능공습A,4,foremost,가장 중요한
수능공습,수능공습A,수능공습A,4,properly ,적절하게
수능공습,수능공습A,수능공습A,4,exclamation ,감탄사
수능공습,수능공습A,수능공습A,4,reassure ,안심시키다
수능공습,수능공습A,수능공습A,4,fixation ,집착
수능공습,수능공습A,수능공습A,4,content ,내용물
수능공습,수능공습A,수능공습A,4,manipulation ,조작
수능공습,수능공습A,수능공습A,4,fixate,병적으로 집착하게하다
수능공습,수능공습A,수능공습A,4,folk ,민족
수능공습,수능공습A,수능공습A,4,reside ,거주하다
수능공습,수능공습A,수능공습A,4,validate ,입증하다
수능공습,수능공습A,수능공습A,4,appropriate,적절한
수능공습,수능공습A,수능공습A,4,competence ,유능함
수능공습,수능공습A,수능공습A,4,subordinate,부하
수능공습,수능공습A,수능공습A,4,observe ,관찰하다
수능공습,수능공습A,수능공습A,4,lullaby,자장가
수능공습,수능공습A,수능공습A,4,deservedly ,마땅히
수능공습,수능공습A,수능공습A,4,notorious ,악명 높은
수능공습,수능공습A,수능공습A,4,overvaluation ,과대평가
수능공습,수능공습A,수능공습A,4,linguistics ,언어학
수능공습,수능공습A,수능공습A,4,exclaim,소리치다
수능공습,수능공습A,수능공습A,4,contain,"포함하다, (감정을)억누르다, 참다"
수능공습,수능공습A,수능공습A,4,flawless,흠이 없는
수능공습,수능공습A,수능공습A,4,uncomfortable,불편한
수능공습,수능공습A,수능공습A,4,dictation ,"지령, 지시"
수능공습,수능공습A,수능공습A,4,competent,유능한
수능공습,수능공습A,수능공습A,4,folk,"민중의, 민간의"
수능공습,수능공습A,수능공습A,4,popularize ,대중화하다
수능공습,수능공습A,수능공습A,4,flawed ,흠이 있는
수능공습,수능공습A,수능공습A,4,staple ,주식
수능공습,수능공습A,수능공습A,4,replace,대체하다
수능공습,수능공습A,수능공습A,4,utilization,이용
수능공습,수능공습A,수능공습A,4,crave ,갈망하다
수능공습,수능공습A,수능공습A,4,nonverbally ,말로 할 수 없이
수능공습,수능공습A,수능공습A,4,uncomfortably ,불편하게
수능공습,수능공습A,수능공습A,5,implement,시행하다
수능공습,수능공습A,수능공습A,5,illustrative ,설명적인
수능공습,수능공습A,수능공습A,5,overestimate,과대평가하다
수능공습,수능공습A,수능공습A,5,profitable,"수익성이 있는, 이득이 있는"
수능공습,수능공습A,수능공습A,5,ingestion ,섭취
수능공습,수능공습A,수능공습A,5,tense ,긴장하다
수능공습,수능공습A,수능공습A,5,progression ,"진보, 진행"
수능공습,수능공습A,수능공습A,5,cynical,냉소적인
수능공습,수능공습A,수능공습A,5,amusement,즐길 거리
수능공습,수능공습A,수능공습A,5,sustain ,지속시키다
수능공습,수능공습A,수능공습A,5,illustration ,설명
수능공습,수능공습A,수능공습A,5,considerate ,사려 깊은
수능공습,수능공습A,수능공습A,5,elaborate,정교한
수능공습,수능공습A,수능공습A,5,exceed ,"넘다, 초과하다"
수능공습,수능공습A,수능공습A,5,reassure ,"안심시키다, 확신시키다"
수능공습,수능공습A,수능공습A,5,obesity ,"비만, 비대"
수능공습,수능공습A,수능공습A,5,monetary,"통화의, 화폐의"
수능공습,수능공습A,수능공습A,5,artificially ,인위적으로
수능공습,수능공습A,수능공습A,5,essence ,본질
수능공습,수능공습A,수능공습A,5,consensus ,"의견 일치, 합의"
수능공습,수능공습A,수능공습A,5,buffer ,완화하다
수능공습,수능공습A,수능공습A,5,remedy,개선하다
수능공습,수능공습A,수능공습A,5,refrainment ,"삼가기, 자제"
수능공습,수능공습A,수능공습A,5,elaboration ,정교
수능공습,수능공습A,수능공습A,5,mindful,"~을 염두에 두고 있는, 의식하는"
수능공습,수능공습A,수능공습A,5,cynicism ,냉소
수능공습,수능공습A,수능공습A,5,provocative ,"도발적인, 자극적인"
수능공습,수능공습A,수능공습A,5,portrayal,묘사
수능공습,수능공습A,수능공습A,5,spectator,구경꾼
수능공습,수능공습A,수능공습A,5,distraction,정신을 흩뜨리는 것
수능공습,수능공습A,수능공습A,5,inflate,"부풀리다, 과장하다"
수능공습,수능공습A,수능공습A,5,virtual,가상의
수능공습,수능공습A,수능공습A,5,stutter,"말을 더듬다, 더듬거리다"
수능공습,수능공습A,수능공습A,5,aviator ,비행사
수능공습,수능공습A,수능공습A,5,artificial,"인공의, 인위적인"
수능공습,수능공습A,수능공습A,5,resolution ,문제의 해결
수능공습,수능공습A,수능공습A,5,commodity,상품
수능공습,수능공습A,수능공습A,5,prompt,촉발하다
수능공습,수능공습A,수능공습A,5,distract ,집중을 방해하다
수능공습,수능공습A,수능공습A,5,correlate ,연관성이 있다
수능공습,수능공습A,수능공습A,5,prevent ,예방하다
수능공습,수능공습A,수능공습A,5,illustrate,"설명하다, (책 등에)삽화를 넣다"
수능공습,수능공습A,수능공습A,5,implementation ,"이행, 실행"
수능공습,수능공습A,수능공습A,5,essential ,본질적인
수능공습,수능공습A,수능공습A,5,barely,간신히
수능공습,수능공습A,수능공습A,5,dart,(~을)흘깃 쳐다보다
수능공습,수능공습A,수능공습A,5,sophisticated,정교한
수능공습,수능공습A,수능공습A,5,regulate,규제하다
수능공습,수능공습A,수능공습A,5,counterpart,"상대, 대응 관계에 있는 사람"
수능공습,수능공습A,수능공습A,5,prevention ,"예방, 방지"
수능공습,수능공습A,수능공습A,5,dart ,화살
수능공습,수능공습A,수능공습A,5,excess ,초과
수능공습,수능공습A,수능공습A,5,reassurance ,안심시키기
수능공습,수능공습A,수능공습A,5,commodify ,(예술 작품을)상품화하다
수능공습,수능공습A,수능공습A,5,lawsuit,소송
수능공습,수능공습A,수능공습A,5,profitability ,수익성
수능공습,수능공습A,수능공습A,5,transparent,"명료한, 알기 쉬운"
수능공습,수능공습A,수능공습A,5,inject,"주입하다, 특성을 더하다"
수능공습,수능공습A,수능공습A,5,consideration ,"고려, 숙고"
